,Epsilon,Lamda,Size,Criterion,Loss,OptimizerType,Checkpoint,Trial
259,0.3,3,Experimental,MSE,3144.742919921875,OptimiserType.AdamW,64,1
260,0.3,3,Experimental,RMSE,55.36470413208008,OptimiserType.AdamW,65,1
261,0.3,3,Experimental,MAPE,0.940684735774994,OptimiserType.AdamW,65,1
262,0.3,3,Experimental,MAE,53.04021072387695,OptimiserType.AdamW,65,1
263,0.3,3,Experimental,MSE,3137.998779296875,OptimiserType.AdamW,65,1
264,0.3,3,Experimental,RMSE,55.303165435791016,OptimiserType.AdamW,66,1
265,0.3,3,Experimental,MAPE,0.9392324686050416,OptimiserType.AdamW,66,1
266,0.3,3,Experimental,MAE,52.97439193725586,OptimiserType.AdamW,66,1
267,0.3,3,Experimental,MSE,3131.138916015625,OptimiserType.AdamW,66,1
268,0.3,3,Experimental,RMSE,55.24069595336914,OptimiserType.AdamW,67,1
269,0.3,3,Experimental,MAPE,0.9377601146697998,OptimiserType.AdamW,67,1
270,0.3,3,Experimental,MAE,52.909427642822266,OptimiserType.AdamW,67,1
271,0.3,3,Experimental,MSE,3124.1884765625,OptimiserType.AdamW,67,1
272,0.3,3,Experimental,RMSE,55.177276611328125,OptimiserType.AdamW,68,1
273,0.3,3,Experimental,MAPE,0.9362634420394896,OptimiserType.AdamW,68,1
274,0.3,3,Experimental,MAE,52.84279251098633,OptimiserType.AdamW,68,1
275,0.3,3,Experimental,MSE,3117.148193359375,OptimiserType.AdamW,68,1
276,0.3,3,Experimental,RMSE,55.11301803588867,OptimiserType.AdamW,69,1
277,0.3,3,Experimental,MAPE,0.9347445964813232,OptimiserType.AdamW,69,1
278,0.3,3,Experimental,MAE,52.77577590942383,OptimiserType.AdamW,69,1
279,0.3,3,Experimental,MSE,3110.015869140625,OptimiserType.AdamW,69,1
280,0.3,3,Experimental,RMSE,55.04785919189453,OptimiserType.AdamW,70,1
281,0.3,3,Experimental,MAPE,0.9332069754600524,OptimiserType.AdamW,70,1
282,0.3,3,Experimental,MAE,52.70703887939453,OptimiserType.AdamW,70,1
283,0.3,3,Experimental,MSE,3102.776611328125,OptimiserType.AdamW,70,1
284,0.3,3,Experimental,RMSE,54.98176574707031,OptimiserType.AdamW,71,1
285,0.3,3,Experimental,MAPE,0.9316446185112,OptimiserType.AdamW,71,1
286,0.3,3,Experimental,MAE,52.63679885864258,OptimiserType.AdamW,71,1
287,0.3,3,Experimental,MSE,3095.442626953125,OptimiserType.AdamW,71,1
288,0.3,3,Experimental,RMSE,54.914676666259766,OptimiserType.AdamW,72,1
289,0.3,3,Experimental,MAPE,0.9300581216812134,OptimiserType.AdamW,72,1
290,0.3,3,Experimental,MAE,52.56713485717773,OptimiserType.AdamW,72,1
291,0.3,3,Experimental,MSE,3088.0244140625,OptimiserType.AdamW,72,1
292,0.3,3,Experimental,RMSE,54.84664916992188,OptimiserType.AdamW,73,1
293,0.3,3,Experimental,MAPE,0.9284505844116212,OptimiserType.AdamW,73,1
294,0.3,3,Experimental,MAE,52.49503326416016,OptimiserType.AdamW,73,1
295,0.3,3,Experimental,MSE,3080.50537109375,OptimiserType.AdamW,73,1
296,0.3,3,Experimental,RMSE,54.77774429321289,OptimiserType.AdamW,74,1
297,0.3,3,Experimental,MAPE,0.9268209338188172,OptimiserType.AdamW,74,1
298,0.3,3,Experimental,MAE,52.42338562011719,OptimiserType.AdamW,74,1
299,0.3,3,Experimental,MSE,3072.88916015625,OptimiserType.AdamW,74,1
300,0.3,3,Experimental,RMSE,54.70790100097656,OptimiserType.AdamW,75,1
301,0.3,3,Experimental,MAPE,0.9251673221588136,OptimiserType.AdamW,75,1
302,0.3,3,Experimental,MAE,52.34891891479492,OptimiserType.AdamW,75,1
303,0.3,3,Experimental,MSE,3065.180908203125,OptimiserType.AdamW,75,1
304,0.3,3,Experimental,RMSE,54.63692474365234,OptimiserType.AdamW,76,1
305,0.3,3,Experimental,MAPE,0.923492968082428,OptimiserType.AdamW,76,1
306,0.3,3,Experimental,MAE,52.27417755126953,OptimiserType.AdamW,76,1
307,0.3,3,Experimental,MSE,3057.37255859375,OptimiserType.AdamW,76,1
308,0.3,3,Experimental,RMSE,54.565189361572266,OptimiserType.AdamW,77,1
309,0.3,3,Experimental,MAPE,0.9217928647994996,OptimiserType.AdamW,77,1
310,0.3,3,Experimental,MAE,52.19886016845703,OptimiserType.AdamW,77,1
311,0.3,3,Experimental,MSE,3049.470458984375,OptimiserType.AdamW,77,1
312,0.3,3,Experimental,RMSE,54.49225234985352,OptimiserType.AdamW,78,1
313,0.3,3,Experimental,MAPE,0.9200735092163086,OptimiserType.AdamW,78,1
314,0.3,3,Experimental,MAE,52.12218475341797,OptimiserType.AdamW,78,1
315,0.3,3,Experimental,MSE,3041.47412109375,OptimiserType.AdamW,78,1
316,0.3,3,Experimental,RMSE,54.41859817504883,OptimiserType.AdamW,79,1
317,0.3,3,Experimental,MAPE,0.9183284044265748,OptimiserType.AdamW,79,1
318,0.3,3,Experimental,MAE,52.04459762573242,OptimiserType.AdamW,79,1
319,0.3,3,Experimental,MSE,3033.384765625,OptimiserType.AdamW,79,1
320,0.3,3,Experimental,RMSE,54.34394836425781,OptimiserType.AdamW,80,1
321,0.3,3,Experimental,MAPE,0.916561484336853,OptimiserType.AdamW,80,1
322,0.3,3,Experimental,MAE,51.9659538269043,OptimiserType.AdamW,80,1
323,0.3,3,Experimental,MSE,3025.202392578125,OptimiserType.AdamW,80,1
324,0.3,3,Experimental,RMSE,54.268402099609375,OptimiserType.AdamW,81,1
325,0.3,3,Experimental,MAPE,0.914773404598236,OptimiserType.AdamW,81,1
326,0.3,3,Experimental,MAE,51.88640594482422,OptimiserType.AdamW,81,1
327,0.3,3,Experimental,MSE,3016.9306640625,OptimiserType.AdamW,81,1
328,0.3,3,Experimental,RMSE,54.19185256958008,OptimiserType.AdamW,82,1
